latitude,longtitude,depth,temperature,time
40.46516666666666,22.852175000000003,3.587,,1712828901168
,,3.587,20.0,1712828901962
,,3.587,20.0,1712828901973
,,3.587,20.0,1712828901982
,,3.587,20.0,1712828902012
,,3.587,20.0,1712828902061
,,3.587,20.0,1712828902210
,,3.587,20.0,1712828902380
,,3.587,20.0,1712828902386
40.46516666666666,22.852175000000003,3.587,,1712828902386
,,3.587,20.0,1712828902543
,,3.587,20.0,1712828902609
,,3.614,20.0,1712828902679
,,3.614,20.0,1712828902706
,,3.614,20.0,1712828902766
,,3.614,20.0,1712828902932
,,3.614,20.0,1712828902937
,,3.614,20.0,1712828903001
,,3.614,20.0,1712828903192
,,3.614,20.0,1712828904160
,,3.614,20.0,1712828904165
,,3.614,20.0,1712828904181
,,3.614,20.0,1712828904186
,,3.614,20.0,1712828904192
,,3.614,20.0,1712828904213
,,3.614,20.0,1712828904215
,,3.614,20.0,1712828904223
,,3.614,20.0,1712828904230
40.46516666666666,22.852175000000003,3.614,,1712828904230
,,3.614,20.0,1712828904257
,,3.587,20.0,1712828904368
,,3.614,20.0,1712828904383
,,3.614,20.0,1712828904453
,,3.614,20.0,1712828904576
,,3.614,20.0,1712828904595
,,3.614,20.0,1712828904689
,,3.614,20.0,1712828904761
,,3.614,20.0,1712828904860
,,3.614,20.0,1712828904872
,,3.614,20.0,1712828904928
,,3.614,20.0,1712828904996
,,3.614,20.0,1712828905066
,,3.614,20.0,1712828905139
40.46516666666666,22.852175000000003,3.614,,1712828905139
,,3.642,20.0,1712828905212
,,3.642,20.0,1712828905275
,,3.642,20.0,1712828905340
,,3.642,20.0,1712828905408
,,3.642,20.0,1712828905490
,,3.642,20.0,1712828905836
,,3.587,20.0,1712828905845
,,3.587,20.0,1712828905898
,,3.587,20.0,1712828905955
,,3.587,20.0,1712828906172
40.46516833333333,22.852175000000003,3.587,,1712828906172
,,3.587,20.0,1712828906225
,,3.587,20.0,1712828906291
,,3.587,20.0,1712828906387
,,3.614,20.0,1712828906747
,,3.614,20.0,1712828906752
,,3.614,20.0,1712828906768
,,3.614,20.0,1712828906833
,,3.614,20.0,1712828906919
,,3.614,20.0,1712828907109
40.46516666666666,22.852176666666665,3.614,,1712828907109
,,3.614,20.0,1712828907193
,,3.614,20.0,1712828907253
,,3.614,20.0,1712828907519
,,3.614,20.0,1712828907664
,,3.614,20.0,1712828907789
,,3.614,20.0,1712828907897
,,3.614,20.0,1712828907923
,,3.614,20.0,1712828908027
,,3.614,20.0,1712828908056
,,3.614,20.0,1712828908172
40.46516833333333,22.852175000000003,3.614,,1712828908172
,,3.614,20.0,1712828908192
,,3.642,20.0,1712828908299
,,3.642,20.0,1712828908327
,,3.642,20.0,1712828908437
,,3.642,20.0,1712828908464
,,3.642,20.0,1712828908554
,,3.642,20.0,1712828908600
,,3.642,20.0,1712828908706
,,3.642,20.0,1712828908840
,,3.642,20.0,1712828908887
,,3.642,20.0,1712828908947
,,3.642,20.0,1712828909032
,,3.642,20.0,1712828909076
,,3.642,20.0,1712828909186
40.46516666666666,22.852175000000003,3.642,,1712828909186
,,3.642,20.0,1712828909328
,,3.642,20.0,1712828909354
,,3.642,20.0,1712828909416
,,3.642,20.0,1712828909484
,,3.642,20.0,1712828909560
,,3.642,20.0,1712828909739
,,3.614,20.0,1712828909779
,,3.614,20.0,1712828909848
,,3.614,20.0,1712828909900
,,3.614,20.0,1712828909984
,,3.614,20.0,1712828910042
,,3.614,20.0,1712828910102
40.46516666666666,22.852173333333333,3.614,,1712828910102
,,3.614,20.0,1712828910170
,,3.614,20.0,1712828910249
,,3.614,20.0,1712828910392
,,3.614,20.0,1712828910408
,,3.614,20.0,1712828910437
,,3.614,20.0,1712828910514
,,3.614,20.0,1712828910574
,,3.614,20.0,1712828910638
,,3.614,20.0,1712828911290
,,3.614,20.0,1712828911312
,,3.614,20.0,1712828911313
,,3.614,20.0,1712828911316
40.46516666666666,22.852173333333333,3.614,,1712828911316
,,3.614,20.0,1712828911320
,,3.642,20.0,1712828911324
,,3.642,20.0,1712828911385
,,3.614,20.0,1712828911462
,,3.614,20.0,1712828911532
,,3.614,20.0,1712828911675
,,3.614,20.0,1712828911692
,,3.614,20.0,1712828911793
,,3.614,20.0,1712828911890
,,3.587,20.0,1712828911937
,,3.587,20.0,1712828912099
,,3.587,20.0,1712828912103
,,3.587,20.0,1712828912150
40.46516666666666,22.852171666666663,3.587,,1712828912150
,,3.587,20.0,1712828912204
,,3.587,20.0,1712828912270
,,3.587,20.0,1712828912339
,,3.587,20.0,1712828912405
,,3.614,20.0,1712828912516
,,3.642,20.0,1712828912557
,,3.642,20.0,1712828912821
,,3.642,20.0,1712828912996
,,3.614,20.0,1712828913012
,,3.614,20.0,1712828913028
,,3.614,20.0,1712828913105
40.46516666666666,22.852171666666663,3.614,,1712828913105
,,3.642,20.0,1712828913235
,,3.614,20.0,1712828913465
,,3.614,20.0,1712828913495
,,3.614,20.0,1712828913612
,,3.614,20.0,1712828913636
,,3.614,20.0,1712828913702
,,3.587,20.0,1712828914061
,,3.587,20.0,1712828914074
,,3.614,20.0,1712828914076
,,3.614,20.0,1712828914137
40.46516666666666,22.852171666666663,3.614,,1712828914137
,,3.614,20.0,1712828914189
,,3.587,20.0,1712828914249
,,3.614,20.0,1712828914310
,,3.614,20.0,1712828914658
,,3.614,20.0,1712828914723
,,3.614,20.0,1712828914866
,,3.642,20.0,1712828914972
,,3.614,20.0,1712828914998
,,3.614,20.0,1712828915067
,,3.614,20.0,1712828915142
40.46516666666666,22.852171666666663,3.614,,1712828915142
,,3.614,20.0,1712828915238
,,3.587,20.0,1712828915263
,,3.587,20.0,1712828915343
,,3.587,20.0,1712828915405
,,3.587,20.0,1712828915472
,,3.587,20.0,1712828915541
,,3.587,20.0,1712828915615
,,3.587,20.0,1712828915748
,,3.587,20.0,1712828916165
40.46516833333333,22.852171666666663,3.587,,1712828916165
,,3.587,20.0,1712828916404
,,3.587,20.0,1712828916410
,,3.614,20.0,1712828916454
,,3.614,20.0,1712828916623
,,3.614,20.0,1712828916808
,,3.614,20.0,1712828916812
,,3.614,20.0,1712828916918
,,3.614,20.0,1712828916968
,,3.614,20.0,1712828917034
,,3.614,20.0,1712828917168
40.46516833333333,22.852171666666663,3.614,,1712828917168
,,3.614,20.0,1712828917202
,,3.614,20.0,1712828917235
,,3.614,20.0,1712828917420
,,3.614,20.0,1712828917445
,,3.614,20.0,1712828917581
,,3.614,20.0,1712828917661
,,3.614,20.0,1712828917710
,,3.614,20.0,1712828917779
,,3.614,20.0,1712828917903
,,3.614,20.0,1712828917921
,,3.614,20.0,1712828917984
,,3.614,20.0,1712828918188
40.46516666666666,22.85217,3.614,,1712828918188
,,3.614,20.0,1712828918266
,,3.614,20.0,1712828918434
,,3.614,20.0,1712828918437
,,3.614,20.0,1712828918460
,,3.614,20.0,1712828918541
,,3.614,20.0,1712828918664
,,3.614,20.0,1712828918771
,,3.614,20.0,1712828918797
,,3.614,20.0,1712828919047
,,3.614,20.0,1712828919105
,,3.614,21.0,1712828919139
40.46516666666666,22.85217,3.614,,1712828919139
,,3.614,21.0,1712828919209
,,3.614,21.0,1712828919277
,,3.614,21.0,1712828919347
,,3.614,21.0,1712828919460
,,3.642,21.0,1712828919483
,,3.642,21.0,1712828919553
,,3.642,21.0,1712828919670
,,3.614,21.0,1712828919990
,,3.614,21.0,1712828919997
,,3.642,21.0,1712828920076
,,3.642,21.0,1712828920092
40.46516833333333,22.85217,3.642,,1712828920092
,,3.642,21.0,1712828920305
,,3.642,21.0,1712828920377
,,3.642,21.0,1712828920433
,,3.642,21.0,1712828920545
,,3.642,21.0,1712828920568
,,3.642,21.0,1712828920675
,,3.642,21.0,1712828920704
,,3.642,21.0,1712828920789
,,3.642,21.0,1712828920844
,,3.642,21.0,1712828921056
,,3.642,21.0,1712828921063
,,3.642,21.0,1712828921072
,,3.642,21.0,1712828921177
40.46516833333333,22.85217,3.642,,1712828921177
,,3.642,21.0,1712828921298
,,3.642,21.0,1712828921315
,,3.642,21.0,1712828921404
,,3.642,21.0,1712828921449
,,3.642,21.0,1712828921555
,,3.642,21.0,1712828921587
,,3.642,21.0,1712828921689
,,3.642,21.0,1712828921996
,,3.642,21.0,1712828922068
,,3.642,21.0,1712828922223
,,3.642,21.0,1712828922234
40.46516833333333,22.85217,3.642,,1712828922234
,,3.642,20.0,1712828922266
,,3.614,20.0,1712828922369
,,3.587,20.0,1712828922401
,,3.614,20.0,1712828922505
,,3.587,20.0,1712828922538
,,3.587,20.0,1712828922643
,,3.587,20.0,1712828922687
,,3.587,20.0,1712828922833
,,3.587,20.0,1712828922840
,,3.587,20.0,1712828922880
,,3.587,20.0,1712828922945
,,3.587,20.0,1712828923013
,,3.587,20.0,1712828923094
40.46516833333333,22.85217,3.587,,1712828923094
,,3.614,20.0,1712828923615
,,3.614,20.0,1712828923635
,,3.614,20.0,1712828923703
,,3.614,20.0,1712828923773
,,3.614,20.0,1712828923852
,,3.614,20.0,1712828923929
,,3.614,20.0,1712828923974
,,3.614,20.0,1712828924047
40.46516833333333,22.85217,3.614,,1712828924047
,,3.614,21.0,1712828924691
,,3.614,21.0,1712828924697
,,3.614,21.0,1712828924710
,,3.614,21.0,1712828924712
,,3.614,21.0,1712828924720
,,3.614,21.0,1712828924724
,,3.614,21.0,1712828924726
,,3.614,21.0,1712828924731
,,3.614,21.0,1712828925098
,,3.614,21.0,1712828925140
40.46516833333333,22.85217,3.614,,1712828925140
,,3.614,21.0,1712828925258
,,3.614,21.0,1712828925274
,,3.614,21.0,1712828925352
,,3.614,21.0,1712828925397
,,3.614,21.0,1712828925464
,,3.614,21.0,1712828925590
,,3.614,21.0,1712828925613
,,3.614,21.0,1712828925740
,,3.614,21.0,1712828925925
,,3.587,21.0,1712828925941
,,3.587,21.0,1712828926098
,,3.587,21.0,1712828926363
40.46516833333333,22.85217,3.587,,1712828926363
,,3.587,21.0,1712828926431
,,3.587,21.0,1712828926632
,,3.587,21.0,1712828926838
,,3.587,21.0,1712828927017
,,3.587,21.0,1712828927185
40.46516833333333,22.85216833333333,3.587,,1712828927185
,,3.587,21.0,1712828927505
,,3.587,21.0,1712828928759
,,3.587,21.0,1712828928791
,,3.587,21.0,1712828928814
,,3.614,21.0,1712828928957
,,3.614,21.0,1712828929210
,,3.614,21.0,1712828929223
,,3.614,21.0,1712828929224
,,3.614,21.0,1712828929226
,,3.614,21.0,1712828929228
,,3.614,21.0,1712828929232
40.46516666666666,22.85216833333333,3.614,,1712828929232
,,3.614,21.0,1712828929437
,,3.587,21.0,1712828929478
,,3.587,21.0,1712828929676
,,3.587,21.0,1712828929683
,,3.587,21.0,1712828929868
,,3.587,21.0,1712828930273
,,3.587,21.0,1712828930486
,,3.587,21.0,1712828930492
40.46516666666666,22.85216833333333,3.587,,1712828930492
,,3.587,21.0,1712828930533
,,3.614,21.0,1712828930747
,,3.587,21.0,1712828931286
,,3.614,21.0,1712828931522
,,3.614,21.0,1712828931933
,,3.614,21.0,1712828932053
,,3.614,21.0,1712828932075
,,3.614,21.0,1712828932218
40.46516833333333,22.85216833333333,3.614,,1712828932218
,,3.614,21.0,1712828932267
,,3.614,21.0,1712828932339
,,3.614,21.0,1712828932636
,,3.614,21.0,1712828932646
,,3.614,21.0,1712828932675
,,3.614,21.0,1712828932741
,,3.614,21.0,1712828932847
,,3.614,21.0,1712828932880
,,3.587,21.0,1712828932949
,,3.587,21.0,1712828933020
,,3.614,21.0,1712828933083
40.46516666666666,22.85216833333333,3.614,,1712828933083
,,3.614,21.0,1712828933152
,,3.587,21.0,1712828933497
,,3.587,21.0,1712828933604
,,3.587,21.0,1712828933640
,,3.587,21.0,1712828933653
,,3.587,21.0,1712828933908
,,3.587,21.0,1712828934855
,,3.587,21.0,1712828934969
,,3.614,21.0,1712828935044
,,3.614,21.0,1712828935455
,,3.614,21.0,1712828935616
,,3.587,21.0,1712828935762
,,3.587,21.0,1712828935804
,,3.587,21.0,1712828936620
,,3.587,21.0,1712828936646
,,3.614,21.0,1712828936795
,,3.614,21.0,1712828936802
,,3.614,21.0,1712828937101
40.465165,22.85216666666667,3.614,,1712828937101
,,3.614,21.0,1712828937187
,,3.614,21.0,1712828937434
,,3.614,21.0,1712828938013
,,3.614,21.0,1712828938220
40.465165,22.85216666666667,3.614,,1712828938220
,,3.614,21.0,1712828938288
,,3.614,21.0,1712828938325
,,3.614,21.0,1712828938468
,,3.614,21.0,1712828938476
,,3.614,21.0,1712828938519
,,3.587,21.0,1712828939350
,,3.587,21.0,1712828939368
40.465165,22.85216666666667,3.587,,1712828939368
,,3.587,21.0,1712828939374
,,3.559,21.0,1712828939379
,,3.559,21.0,1712828939391
,,3.587,21.0,1712828939406
,,3.587,21.0,1712828939638
,,3.587,21.0,1712828939955
,,3.587,21.0,1712828939960
,,3.587,21.0,1712828940047
,,3.587,21.0,1712828940085
40.465165,22.85216833333333,3.587,,1712828940085
,,3.587,21.0,1712828940168
,,3.587,21.0,1712828940221
,,3.587,21.0,1712828940290
,,3.614,21.0,1712828940453
,,3.614,21.0,1712828940496
,,3.614,21.0,1712828940599
,,3.614,21.0,1712828940631
,,3.614,21.0,1712828940771
,,3.614,21.0,1712828940788
,,3.614,21.0,1712828940833
,,3.614,21.0,1712828940979
,,3.614,21.0,1712828941127
40.465165,22.85216833333333,3.614,,1712828941127
,,3.614,21.0,1712828941185
,,3.614,21.0,1712828941618
,,3.614,21.0,1712828941681
,,3.614,21.0,1712828941691
,,3.587,21.0,1712828941695
,,3.587,21.0,1712828942038
,,3.587,21.0,1712828942045
,,3.587,21.0,1712828942072
40.465165,22.85216833333333,3.587,,1712828942072
,,3.559,21.0,1712828942466
,,3.559,21.0,1712828942486
,,3.559,21.0,1712828942491
,,3.587,21.0,1712828942497
,,3.587,21.0,1712828942508
,,3.587,21.0,1712828942539
,,3.587,21.0,1712828942619
,,3.587,21.0,1712828942680
,,3.587,21.0,1712828942745
,,3.614,21.0,1712828942953
,,3.614,21.0,1712828943010
,,3.614,21.0,1712828943145
40.46516666666666,22.85216833333333,3.614,,1712828943145
,,3.614,21.0,1712828943226
,,3.614,21.0,1712828943286
,,3.614,21.0,1712828943353
,,3.614,21.0,1712828943540
,,3.614,21.0,1712828943553
,,3.559,21.0,1712828943558
,,3.559,21.0,1712828943645
,,3.559,21.0,1712828943851
,,3.559,21.0,1712828943907
,,3.559,21.0,1712828943940
,,3.559,21.0,1712828944306
,,3.559,21.0,1712828944353
,,3.559,21.0,1712828944359
,,3.559,21.0,1712828944368
,,3.587,21.0,1712828944380
,,3.587,21.0,1712828944456
,,3.587,21.0,1712828944707
,,3.587,21.0,1712828944968
,,3.614,21.0,1712828945174
,,3.614,21.0,1712828945185
,,3.614,21.0,1712828945192
,,3.614,21.0,1712828945195
,,3.614,21.0,1712828945196
40.46516666666666,22.85217,3.614,,1712828945196
,,3.614,21.0,1712828945434
,,3.614,21.0,1712828945456
,,3.614,21.0,1712828945526
,,3.614,21.0,1712828945602
,,3.614,21.0,1712828945660
,,3.587,21.0,1712828945735
,,3.587,21.0,1712828945794
,,3.587,21.0,1712828945874
,,3.587,21.0,1712828945984
,,3.587,21.0,1712828946009
,,3.587,21.0,1712828946187
,,3.587,21.0,1712828946201
40.46516666666666,22.85217,3.587,,1712828946201
,,3.587,21.0,1712828946556
,,3.587,21.0,1712828946570
,,3.587,21.0,1712828946648
,,3.587,21.0,1712828946713
,,3.587,21.0,1712828946886
,,3.587,21.0,1712828946902
,,3.587,21.0,1712828946970
,,3.587,21.0,1712828947020
,,3.614,21.0,1712828947109
40.46516666666666,22.85217,3.614,,1712828947109
,,3.614,21.0,1712828947775
,,3.614,21.0,1712828947783
,,3.614,21.0,1712828947958
,,3.614,21.0,1712828947967
,,3.614,21.0,1712828947972
,,3.614,21.0,1712828948146
,,3.614,21.0,1712828948151
40.46516666666666,22.85217,3.614,,1712828948151
,,3.614,21.0,1712828948176
,,3.614,21.0,1712828948248
,,3.614,21.0,1712828948337
,,3.614,21.0,1712828948439
,,3.587,21.0,1712828948450
,,3.559,21.0,1712828948579
,,3.559,21.0,1712828948585
,,3.559,21.0,1712828948721
,,3.559,21.0,1712828948792
,,3.559,21.0,1712828948855
,,3.559,21.0,1712828948929
,,3.559,21.0,1712828948994
,,3.559,21.0,1712828949072
,,3.559,21.0,1712828949131
40.46516833333333,22.85217,3.559,,1712828949131
,,3.559,21.0,1712828949198
,,3.559,21.0,1712828949888
,,3.559,21.0,1712828950002
,,3.559,21.0,1712828950233
40.46516833333333,22.85217,3.559,,1712828950233
,,3.559,21.0,1712828950259
,,3.587,21.0,1712828950288
,,3.587,21.0,1712828950398
,,3.587,21.0,1712828950425
,,3.587,21.0,1712828950499
,,3.587,21.0,1712828950645
,,3.587,21.0,1712828950775
,,3.587,21.0,1712828950780
,,3.614,21.0,1712828950857
,,3.614,21.0,1712828951208
,,3.614,21.0,1712828951236
,,3.642,21.0,1712828951242
40.46516833333333,22.85217,3.642,,1712828951242
,,3.614,21.0,1712828951309
,,3.614,21.0,1712828951376
,,3.642,21.0,1712828951440
,,3.642,21.0,1712828951505
,,3.642,21.0,1712828951574
,,3.642,21.0,1712828951655
,,3.614,21.0,1712828951740
,,3.614,21.0,1712828951779
,,3.614,21.0,1712828951846
,,3.614,21.0,1712828951915
,,3.587,21.0,1712828951983
,,3.587,21.0,1712828952080
,,3.587,21.0,1712828952126
40.46516833333333,22.85217,3.587,,1712828952126
,,3.587,21.0,1712828952185
,,3.587,21.0,1712828952327
,,3.587,21.0,1712828952443
,,3.559,21.0,1712828952457
,,3.559,21.0,1712828952543
,,3.587,21.0,1712828952600
,,3.587,21.0,1712828952665
,,3.587,21.0,1712828952733
,,3.587,21.0,1712828952812
,,3.587,21.0,1712828952956
,,3.587,21.0,1712828953004
,,3.587,21.0,1712828953212
40.46516666666666,22.85217,3.587,,1712828953212
,,3.614,21.0,1712828953618
,,3.614,21.0,1712828953753
,,3.614,21.0,1712828953863
,,3.614,21.0,1712828953886
,,3.614,21.0,1712828953959
,,3.614,21.0,1712828954069
,,3.614,21.0,1712828954092
40.46516666666666,22.85217,3.614,,1712828954092
,,3.587,21.0,1712828954168
,,3.587,21.0,1712828954275
,,3.587,21.0,1712828954295
,,3.587,21.0,1712828954372
,,3.587,21.0,1712828954480
,,3.587,21.0,1712828954516
,,3.587,21.0,1712828954604
,,3.587,21.0,1712828954634
,,3.587,21.0,1712828954702
,,3.587,21.0,1712828954770
,,3.587,21.0,1712828954836
,,3.587,21.0,1712828954909
,,3.587,21.0,1712828955003
,,3.587,21.0,1712828955044
,,3.587,21.0,1712828955166
40.46516666666666,22.85217,3.587,,1712828955166
,,3.587,21.0,1712828955392
,,3.587,21.0,1712828955449
,,3.614,21.0,1712828955521
,,3.614,21.0,1712828955589
,,3.614,21.0,1712828955705
,,3.614,21.0,1712828955721
,,3.614,21.0,1712828955807
,,3.614,21.0,1712828955857
,,3.614,21.0,1712828955960
,,3.587,21.0,1712828955995
,,3.587,21.0,1712828956096
,,3.587,21.0,1712828956129
40.46516666666666,22.85217,3.587,,1712828956129
,,3.559,21.0,1712828956217
,,3.614,21.0,1712828956265
,,3.614,21.0,1712828956376
,,3.614,21.0,1712828956404
,,3.587,21.0,1712828956538
,,3.587,21.0,1712828956606
,,3.587,21.0,1712828956950
,,3.614,21.0,1712828957040
,,3.587,21.0,1712828957093
40.465165,22.85216833333333,3.587,,1712828957093
,,3.587,21.0,1712828957185
,,3.587,21.0,1712828957219
,,3.614,21.0,1712828957427
,,3.614,21.0,1712828957489
,,3.614,21.0,1712828957653
,,3.614,21.0,1712828957655
,,3.614,21.0,1712828957693
,,3.614,21.0,1712828957938
,,3.614,21.0,1712828957964
40.465165,22.85216833333333,3.614,,1712828957964
,,3.614,21.0,1712828958237
,,3.614,21.0,1712828958418
,,3.614,21.0,1712828958487
,,3.614,21.0,1712828958532
,,3.614,21.0,1712828958536
,,3.614,21.0,1712828958576
,,3.614,21.0,1712828958675
,,3.614,21.0,1712828958825
,,3.614,21.0,1712828958956
,,3.614,21.0,1712828958984
,,3.614,21.0,1712828959087
,,3.614,21.0,1712828959120
40.465165,22.85216833333333,3.614,,1712828959120
,,3.614,21.0,1712828959241
,,3.614,21.0,1712828959259
,,3.587,21.0,1712828959325
,,3.587,21.0,1712828959405
,,3.587,21.0,1712828959463
,,3.587,21.0,1712828959528
,,3.559,21.0,1712828959597
,,3.559,21.0,1712828959707
,,3.559,21.0,1712828959738
,,3.559,21.0,1712828959812
,,3.559,21.0,1712828959920
,,3.559,21.0,1712828960236
,,3.559,21.0,1712828960258
,,3.559,21.0,1712828960261
,,3.559,21.0,1712828960264
40.465165,22.85216833333333,3.559,,1712828960264
,,3.559,21.0,1712828960701
,,3.559,21.0,1712828960757
,,3.587,21.0,1712828961472
,,3.587,21.0,1712828961485
40.465165,22.85216833333333,3.587,,1712828961485
,,3.587,21.0,1712828961491
,,3.587,21.0,1712828961550
,,3.587,21.0,1712828961553
,,3.587,21.0,1712828961558
,,3.587,21.0,1712828961560
,,3.587,21.0,1712828961571
,,3.559,21.0,1712828961664
,,3.559,21.0,1712828961705
,,3.559,21.0,1712828961782
,,3.587,21.0,1712828961888
,,3.587,21.0,1712828961916
,,3.587,21.0,1712828962185
40.465165,22.85216666666667,3.587,,1712828962185
,,3.587,21.0,1712828962350
,,3.587,21.0,1712828962425
,,3.587,21.0,1712828962438
,,3.587,21.0,1712828962464
,,3.587,21.0,1712828962637
,,3.587,21.0,1712828962669
,,3.587,21.0,1712828962690
,,3.587,21.0,1712828962724
,,3.587,21.0,1712828962794
,,3.587,21.0,1712828962873
,,3.614,21.0,1712828962948
,,3.614,21.0,1712828963011
,,3.614,21.0,1712828963128
,,3.587,21.0,1712828963145
40.465165,22.85216666666667,3.587,,1712828963145
,,3.587,21.0,1712828963208
,,3.559,21.0,1712828963276
,,3.559,21.0,1712828963358
,,3.559,21.0,1712828963412
,,3.559,21.0,1712828963688
,,3.559,21.0,1712828963695
,,3.559,21.0,1712828963699
,,3.559,21.0,1712828963787
,,3.559,21.0,1712828963814
,,3.559,21.0,1712828963893
,,3.559,21.0,1712828964026
,,3.559,21.0,1712828964087
,,3.559,21.0,1712828964278
40.465165,22.85216666666667,3.559,,1712828964278
,,3.559,21.0,1712828964345
,,3.559,21.0,1712828964359
,,3.559,21.0,1712828964517
,,3.559,21.0,1712828964699
,,3.587,21.0,1712828964970
,,3.587,21.0,1712828965050
,,3.587,21.0,1712828965107
40.465165,22.85216666666667,3.587,,1712828965107
,,3.587,21.0,1712828965198
,,3.587,21.0,1712828965247
,,3.587,21.0,1712828965382
,,3.587,21.0,1712828965454
,,3.587,21.0,1712828965517
,,3.587,21.0,1712828965583
,,3.587,21.0,1712828965678
,,3.587,21.0,1712828965806
,,3.587,21.0,1712828965949
,,3.587,21.0,1712828966062
,,3.587,21.0,1712828966462
,,3.587,21.0,1712828966519
,,3.587,21.0,1712828966534
,,3.587,21.0,1712828966736
,,3.587,21.0,1712828966806
,,3.587,21.0,1712828966888
,,3.587,21.0,1712828966942
,,3.559,21.0,1712828967017
,,3.587,21.0,1712828967084
40.465165,22.85216666666667,3.587,,1712828967084
,,3.587,21.0,1712828967213
,,3.559,21.0,1712828967271
,,3.559,21.0,1712828967307
,,3.559,21.0,1712828967351
,,3.587,21.0,1712828968718
,,3.587,21.0,1712828968738
,,3.614,21.0,1712828968742
,,3.614,21.0,1712828968837
,,3.614,21.0,1712828968853
,,3.614,21.0,1712828968873
,,3.587,21.0,1712828968988
40.465165,22.85216833333333,3.587,,1712828968988
,,3.587,21.0,1712828969039
,,3.614,21.0,1712828969068
,,3.614,21.0,1712828969224
,,3.614,21.0,1712828969231
,,3.614,21.0,1712828969249
,,3.587,21.0,1712828969252
,,3.587,21.0,1712828969256
,,3.587,21.0,1712828969260
,,3.587,21.0,1712828969265
,,3.587,21.0,1712828969268
,,3.587,21.0,1712828969270
,,3.587,21.0,1712828969272
40.465165,22.85216833333333,3.587,,1712828969272
,,3.587,21.0,1712828969275
,,3.587,21.0,1712828969282
,,3.587,21.0,1712828969409
,,3.587,21.0,1712828969425
,,3.559,21.0,1712828969529
,,3.559,21.0,1712828969554
,,3.559,21.0,1712828969652
,,3.587,21.0,1712828969690
,,3.587,21.0,1712828969931
,,3.587,21.0,1712828969972
,,3.587,21.0,1712828970159
,,3.587,21.0,1712828970164
40.465165,22.85216833333333,3.587,,1712828970164
,,3.559,21.0,1712828970177
,,3.559,21.0,1712828970239
,,3.559,21.0,1712828970357
,,3.559,21.0,1712828970373
,,3.559,21.0,1712828970476
,,3.559,21.0,1712828970661
,,3.559,21.0,1712828970664
,,3.559,21.0,1712828970709
,,3.559,21.0,1712828970814
,,3.559,21.0,1712828970876
,,3.559,21.0,1712828970927
,,3.587,21.0,1712828970982
,,3.587,21.0,1712828971067
,,3.587,21.0,1712828971378
,,3.587,21.0,1712828971393
40.465165,22.85216666666667,3.587,,1712828971393
,,3.587,21.0,1712828971398
,,3.587,21.0,1712828971475
,,3.587,21.0,1712828971685
,,3.587,21.0,1712828972017
40.465165,22.85216666666667,3.587,,1712828972017
,,3.587,21.0,1712828972514
,,3.587,21.0,1712828972547
,,3.587,21.0,1712828972704
,,3.587,21.0,1712828972711
,,3.587,21.0,1712828972749
,,3.587,21.0,1712828972818
,,3.587,21.0,1712828972909
,,3.587,21.0,1712828972954
,,3.587,21.0,1712828973059
,,3.587,21.0,1712828973092
40.465165,22.85216666666667,3.587,,1712828973092
,,3.587,21.0,1712828973196
,,3.587,21.0,1712828973229
,,3.559,21.0,1712828973320
,,3.614,21.0,1712828973365
,,3.587,21.0,1712828973467
,,3.587,21.0,1712828973501
,,3.587,21.0,1712828973605
,,3.587,21.0,1712828973731
,,3.587,21.0,1712828973846
,,3.587,21.0,1712828973906
,,3.587,21.0,1712828973977
,,3.614,21.0,1712828974043
,,3.614,21.0,1712828974185
40.465165,22.85216666666667,3.614,,1712828974185
,,3.614,21.0,1712828974211
,,3.614,21.0,1712828974257
,,3.587,21.0,1712828974360
,,3.587,21.0,1712828974384
,,3.587,21.0,1712828974521
,,3.587,21.0,1712828974686
,,3.587,21.0,1712828974724
,,3.587,21.0,1712828974792
,,3.587,21.0,1712828974862
,,3.587,21.0,1712828975068
,,3.587,20.0,1712828975198
40.465165,22.85216666666667,3.587,,1712828975198
,,3.587,20.0,1712828975301
,,3.614,20.0,1712828975334
,,3.587,20.0,1712828975436
,,3.587,20.0,1712828975469
,,3.587,20.0,1712828975615
,,3.587,20.0,1712828975692
,,3.587,20.0,1712828975881
,,3.587,20.0,1712828975887
,,3.587,20.0,1712828975983
,,3.587,20.0,1712828976014
,,3.587,20.0,1712828976129
40.465165,22.85216666666667,3.587,,1712828976129
,,3.559,20.0,1712828976150
,,3.559,20.0,1712828976261
,,3.559,20.0,1712828976291
,,3.559,20.0,1712828976391
,,3.559,20.0,1712828976426
,,3.559,20.0,1712828976701
,,3.559,20.0,1712828976708
,,3.559,20.0,1712828976718
,,3.559,20.0,1712828976723
,,3.559,20.0,1712828976907
,,3.587,20.0,1712828976912
,,3.587,20.0,1712828977010
,,3.587,20.0,1712828977033
,,3.587,20.0,1712828977204
40.465165,22.85216666666667,3.587,,1712828977204
,,3.587,20.0,1712828977315
,,3.587,20.0,1712828977527
,,3.587,20.0,1712828977535
,,3.587,20.0,1712828977584
,,3.587,20.0,1712828977663
,,3.587,20.0,1712828977718
,,3.587,20.0,1712828977783
,,3.587,20.0,1712828977853
,,3.587,20.0,1712828977955
,,3.559,20.0,1712828977986
,,3.559,20.0,1712828978070
,,3.559,20.0,1712828978128
40.465165,22.85216666666667,3.559,,1712828978128
,,3.587,20.0,1712828978220
